"Time","gateway1","scheduler","worker1","worker3","worker4","worker6"
2026-01-07 04:35:00,3.30 kb/s,23.2 kb/s,88.9 Mb/s,266 Mb/s,101 Mb/s,88.9 Mb/s
2026-01-07 04:40:00,3.13 kb/s,23.3 kb/s,90.2 Mb/s,276 Mb/s,93.0 Mb/s,90.2 Mb/s
2026-01-07 04:45:00,3.18 kb/s,24.4 kb/s,94.3 Mb/s,279 Mb/s,91.9 Mb/s,94.3 Mb/s
2026-01-07 04:50:00,3.31 kb/s,23.3 kb/s,91.6 Mb/s,274 Mb/s,91.4 Mb/s,91.6 Mb/s
2026-01-07 04:55:00,3.18 kb/s,23.4 kb/s,90.2 Mb/s,275 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-07 05:00:00,3.41 kb/s,23.8 kb/s,87.5 Mb/s,262 Mb/s,90.2 Mb/s,88.9 Mb/s
2026-01-07 05:05:00,3.30 kb/s,23.5 kb/s,90.2 Mb/s,271 Mb/s,87.5 Mb/s,88.9 Mb/s
2026-01-07 05:10:00,3.33 kb/s,23.6 kb/s,93.0 Mb/s,279 Mb/s,93.4 Mb/s,93.9 Mb/s
2026-01-07 05:15:00,3.31 kb/s,23.3 kb/s,93.7 Mb/s,279 Mb/s,92.5 Mb/s,92.0 Mb/s
2026-01-07 05:20:00,3.31 kb/s,23.4 kb/s,92.3 Mb/s,275 Mb/s,92.9 Mb/s,93.0 Mb/s
2026-01-07 05:25:00,3.37 kb/s,23.4 kb/s,90.2 Mb/s,275 Mb/s,90.4 Mb/s,90.2 Mb/s
2026-01-07 05:30:00,3.22 kb/s,23.6 kb/s,93.0 Mb/s,275 Mb/s,91.5 Mb/s,91.6 Mb/s
2026-01-07 05:35:00,3.45 kb/s,22.9 kb/s,87.5 Mb/s,262 Mb/s,87.5 Mb/s,87.5 Mb/s
2026-01-07 05:40:00,3.27 kb/s,24.0 kb/s,90.2 Mb/s,271 Mb/s,92.7 Mb/s,90.8 Mb/s
2026-01-07 05:45:00,3.27 kb/s,23.6 kb/s,93.0 Mb/s,278 Mb/s,90.5 Mb/s,92.9 Mb/s
2026-01-07 05:50:00,3.27 kb/s,23.2 kb/s,88.9 Mb/s,267 Mb/s,90.2 Mb/s,89.7 Mb/s
2026-01-07 05:55:00,3.50 kb/s,24.1 kb/s,90.2 Mb/s,271 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-07 06:00:00,3.26 kb/s,23.6 kb/s,88.9 Mb/s,267 Mb/s,87.7 Mb/s,88.9 Mb/s
2026-01-07 06:05:00,3.34 kb/s,23.7 kb/s,90.2 Mb/s,274 Mb/s,90.0 Mb/s,90.2 Mb/s
2026-01-07 06:10:00,3.39 kb/s,24.2 kb/s,93.0 Mb/s,275 Mb/s,91.6 Mb/s,93.0 Mb/s
2026-01-07 06:15:00,3.34 kb/s,23.2 kb/s,90.2 Mb/s,273 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-07 06:20:00,3.41 kb/s,23.3 kb/s,90.3 Mb/s,273 Mb/s,93.0 Mb/s,90.2 Mb/s
2026-01-07 06:25:00,3.55 kb/s,23.5 kb/s,90.2 Mb/s,267 Mb/s,88.9 Mb/s,88.9 Mb/s
2026-01-07 06:30:00,3.22 kb/s,23.1 kb/s,90.2 Mb/s,273 Mb/s,90.2 Mb/s,91.6 Mb/s
2026-01-07 06:35:00,3.33 kb/s,23.7 kb/s,90.2 Mb/s,272 Mb/s,91.1 Mb/s,90.2 Mb/s
2026-01-07 06:40:00,3.55 kb/s,23.9 kb/s,91.6 Mb/s,272 Mb/s,89.7 Mb/s,91.6 Mb/s
2026-01-07 06:45:00,3.37 kb/s,23.9 kb/s,90.2 Mb/s,272 Mb/s,92.7 Mb/s,90.2 Mb/s
2026-01-07 06:50:00,3.43 kb/s,23.3 kb/s,93.0 Mb/s,277 Mb/s,91.6 Mb/s,93.0 Mb/s
2026-01-07 06:55:00,3.31 kb/s,24.0 kb/s,88.9 Mb/s,267 Mb/s,88.9 Mb/s,88.4 Mb/s
2026-01-07 07:00:00,3.24 kb/s,23.6 kb/s,93.0 Mb/s,278 Mb/s,91.6 Mb/s,92.0 Mb/s
2026-01-07 07:05:00,3.29 kb/s,23.9 kb/s,87.5 Mb/s,264 Mb/s,87.3 Mb/s,88.9 Mb/s
2026-01-07 07:10:00,3.35 kb/s,23.7 kb/s,92.9 Mb/s,278 Mb/s,92.9 Mb/s,91.6 Mb/s
2026-01-07 07:15:00,3.27 kb/s,23.5 kb/s,91.7 Mb/s,275 Mb/s,91.9 Mb/s,92.8 Mb/s
2026-01-07 07:20:00,3.30 kb/s,24.4 kb/s,90.2 Mb/s,271 Mb/s,90.2 Mb/s,90.3 Mb/s
2026-01-07 07:25:00,3.20 kb/s,23.8 kb/s,94.3 Mb/s,283 Mb/s,94.3 Mb/s,93.8 Mb/s
2026-01-07 07:30:00,3.36 kb/s,23.8 kb/s,90.2 Mb/s,275 Mb/s,91.6 Mb/s,90.9 Mb/s
2026-01-07 07:35:00,3.32 kb/s,23.8 kb/s,91.6 Mb/s,271 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-07 07:40:00,3.57 kb/s,23.4 kb/s,83.4 Mb/s,254 Mb/s,84.1 Mb/s,84.8 Mb/s
2026-01-07 07:45:00,3.31 kb/s,24.1 kb/s,91.6 Mb/s,271 Mb/s,90.9 Mb/s,90.5 Mb/s
2026-01-07 07:50:00,3.53 kb/s,23.1 kb/s,88.9 Mb/s,271 Mb/s,88.9 Mb/s,90.0 Mb/s
2026-01-07 07:55:00,3.22 kb/s,23.9 kb/s,92.8 Mb/s,274 Mb/s,93.0 Mb/s,91.6 Mb/s
2026-01-07 08:00:00,3.43 kb/s,23.4 kb/s,90.4 Mb/s,272 Mb/s,88.9 Mb/s,91.4 Mb/s
2026-01-07 08:05:00,3.64 kb/s,23.5 kb/s,91.1 Mb/s,275 Mb/s,93.0 Mb/s,90.5 Mb/s
2026-01-07 08:10:00,3.36 kb/s,23.9 kb/s,92.1 Mb/s,275 Mb/s,91.6 Mb/s,93.0 Mb/s
2026-01-07 08:15:00,3.30 kb/s,23.4 kb/s,87.5 Mb/s,267 Mb/s,88.3 Mb/s,87.5 Mb/s
2026-01-07 08:20:00,3.27 kb/s,23.4 kb/s,91.6 Mb/s,271 Mb/s,91.0 Mb/s,91.0 Mb/s
2026-01-07 08:25:00,3.26 kb/s,24.1 kb/s,91.6 Mb/s,276 Mb/s,91.4 Mb/s,92.2 Mb/s
2026-01-07 08:30:00,3.35 kb/s,22.4 kb/s,82.9 Mb/s,249 Mb/s,82.0 Mb/s,82.0 Mb/s
2026-01-07 08:35:00,3.00 kb/s,23.8 kb/s,89.4 Mb/s,266 Mb/s,88.9 Mb/s,90.2 Mb/s
2026-01-07 08:40:00,3.27 kb/s,23.8 kb/s,91.6 Mb/s,276 Mb/s,93.0 Mb/s,91.6 Mb/s
2026-01-07 08:45:00,3.26 kb/s,23.1 kb/s,90.5 Mb/s,273 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-07 08:50:00,3.42 kb/s,23.9 kb/s,91.4 Mb/s,272 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-07 08:55:00,3.34 kb/s,23.7 kb/s,90.2 Mb/s,275 Mb/s,88.9 Mb/s,91.6 Mb/s
2026-01-07 09:00:00,3.26 kb/s,23.7 kb/s,88.9 Mb/s,262 Mb/s,93.0 Mb/s,87.7 Mb/s
2026-01-07 09:05:00,3.18 kb/s,22.6 kb/s,75.2 Mb/s,224 Mb/s,75.2 Mb/s,75.0 Mb/s
2026-01-07 09:10:00,3.61 kb/s,22.4 kb/s,77.9 Mb/s,235 Mb/s,76.6 Mb/s,79.3 Mb/s
2026-01-07 09:15:00,3.52 kb/s,22.5 kb/s,75.2 Mb/s,230 Mb/s,77.2 Mb/s,75.2 Mb/s
2026-01-07 09:20:00,3.03 kb/s,16.3 kb/s,172 Mb/s,76.6 Mb/s,107 Mb/s,26.0 Mb/s
2026-01-07 09:25:00,3.01 kb/s,18.4 kb/s,97.8 Mb/s,206 Mb/s,109 Mb/s,69.7 Mb/s
2026-01-07 09:30:00,3.39 kb/s,23.8 kb/s,87.5 Mb/s,267 Mb/s,88.9 Mb/s,87.5 Mb/s
2026-01-07 09:35:00,3.39 kb/s,21.4 kb/s,61.5 Mb/s,182 Mb/s,102 Mb/s,121 Mb/s
2026-01-07 09:40:00,3.07 kb/s,19.3 kb/s,69.7 Mb/s,207 Mb/s,102 Mb/s,69.7 Mb/s
2026-01-07 09:45:00,3.27 kb/s,23.7 kb/s,93.0 Mb/s,283 Mb/s,93.0 Mb/s,93.0 Mb/s
2026-01-07 09:50:00,3.16 kb/s,21.2 kb/s,61.5 Mb/s,183 Mb/s,98.1 Mb/s,61.5 Mb/s
2026-01-07 09:55:00,3.11 kb/s,18.5 kb/s,67.0 Mb/s,198 Mb/s,103 Mb/s,67.0 Mb/s
2026-01-07 10:00:00,3.19 kb/s,23.8 kb/s,88.9 Mb/s,267 Mb/s,88.9 Mb/s,88.9 Mb/s
2026-01-07 10:05:00,3.26 kb/s,23.9 kb/s,91.6 Mb/s,275 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-07 10:10:00,3.19 kb/s,23.7 kb/s,82.0 Mb/s,250 Mb/s,88.4 Mb/s,83.4 Mb/s
