"Time","gateway1","scheduler","worker1","worker3","worker4","worker6"
2026-01-05 19:55:00,3.15 kb/s,15.2 kb/s,21.9 Mb/s,67.6 Mb/s,126 Mb/s,311 Mb/s
2026-01-05 20:00:00,3.06 kb/s,18.1 kb/s,21.9 Mb/s,65.6 Mb/s,127 Mb/s,259 Mb/s
2026-01-05 20:05:00,3.31 kb/s,21.4 kb/s,53.3 Mb/s,159 Mb/s,119 Mb/s,179 Mb/s
2026-01-05 20:10:00,3.28 kb/s,24.4 kb/s,84.8 Mb/s,254 Mb/s,84.8 Mb/s,84.8 Mb/s
2026-01-05 20:15:00,3.77 kb/s,21.4 kb/s,65.6 Mb/s,197 Mb/s,112 Mb/s,65.6 Mb/s
2026-01-05 20:20:00,3.07 kb/s,14.0 kb/s,17.8 Mb/s,54.7 Mb/s,138 Mb/s,17.8 Mb/s
2026-01-05 20:25:00,3.20 kb/s,15.5 kb/s,26.0 Mb/s,74.4 Mb/s,143 Mb/s,197 Mb/s
2026-01-05 20:30:00,3.16 kb/s,18.1 kb/s,56.1 Mb/s,169 Mb/s,111 Mb/s,139 Mb/s
2026-01-05 20:35:00,3.75 kb/s,23.3 kb/s,87.5 Mb/s,266 Mb/s,87.5 Mb/s,87.5 Mb/s
2026-01-05 20:40:00,3.81 kb/s,21.9 kb/s,68.4 Mb/s,205 Mb/s,97.7 Mb/s,68.4 Mb/s
2026-01-05 20:45:00,3.29 kb/s,13.6 kb/s,23.2 Mb/s,68.4 Mb/s,128 Mb/s,85.9 Mb/s
2026-01-05 20:50:00,3.31 kb/s,15.0 kb/s,35.6 Mb/s,104 Mb/s,105 Mb/s,181 Mb/s
2026-01-05 20:55:00,3.43 kb/s,23.4 kb/s,86.1 Mb/s,262 Mb/s,87.5 Mb/s,88.2 Mb/s
2026-01-05 21:00:00,3.43 kb/s,23.0 kb/s,88.9 Mb/s,267 Mb/s,88.9 Mb/s,89.5 Mb/s
2026-01-05 21:05:00,3.27 kb/s,17.0 kb/s,30.1 Mb/s,88.9 Mb/s,102 Mb/s,28.7 Mb/s
2026-01-05 21:10:00,3.45 kb/s,17.8 kb/s,53.3 Mb/s,161 Mb/s,96.6 Mb/s,113 Mb/s
2026-01-05 21:15:00,3.52 kb/s,23.2 kb/s,90.2 Mb/s,270 Mb/s,88.9 Mb/s,90.2 Mb/s
2026-01-05 21:20:00,3.44 kb/s,22.5 kb/s,61.5 Mb/s,184 Mb/s,101 Mb/s,61.5 Mb/s
2026-01-05 21:25:00,3.19 kb/s,13.3 kb/s,13.7 Mb/s,41.0 Mb/s,116 Mb/s,13.7 Mb/s
2026-01-05 21:30:00,3.19 kb/s,13.3 kb/s,60.4 Mb/s,54.7 Mb/s,124 Mb/s,17.8 Mb/s
2026-01-05 21:35:00,3.23 kb/s,20.3 kb/s,88.6 Mb/s,196 Mb/s,103 Mb/s,65.6 Mb/s
2026-01-05 21:40:00,3.61 kb/s,24.0 kb/s,90.2 Mb/s,272 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-05 21:45:00,3.76 kb/s,21.5 kb/s,58.8 Mb/s,175 Mb/s,107 Mb/s,58.8 Mb/s
2026-01-05 21:50:00,3.27 kb/s,13.9 kb/s,40.3 Mb/s,65.6 Mb/s,128 Mb/s,21.9 Mb/s
2026-01-05 21:55:00,3.24 kb/s,21.2 kb/s,79.3 Mb/s,235 Mb/s,99.1 Mb/s,79.3 Mb/s
2026-01-05 22:00:00,3.41 kb/s,22.6 kb/s,71.1 Mb/s,216 Mb/s,69.4 Mb/s,71.1 Mb/s
2026-01-05 22:05:00,4.61 kb/s,11.7 kb/s,4.11 Mb/s,8.21 Mb/s,,4.11 Mb/s
2026-01-05 22:10:00,150 kb/s,11.2 kb/s,5.48 Mb/s,11.3 Mb/s,25.2 Mb/s,5.76 Mb/s
2026-01-05 22:15:00,1.60 kb/s,9.58 kb/s,4.11 Mb/s,8.21 Mb/s,,4.11 Mb/s
2026-01-05 22:20:00,1.57 kb/s,9.87 kb/s,2.74 Mb/s,5.47 Mb/s,,2.74 Mb/s
2026-01-05 22:25:00,1.60 kb/s,10.8 kb/s,4.11 Mb/s,8.21 Mb/s,,4.11 Mb/s
2026-01-05 22:30:00,1.59 kb/s,9.44 kb/s,2.74 Mb/s,5.47 Mb/s,,2.74 Mb/s
2026-01-05 22:35:00,1.57 kb/s,9.63 kb/s,2.74 Mb/s,5.47 Mb/s,,2.74 Mb/s
2026-01-05 22:40:00,1.57 kb/s,9.56 kb/s,4.11 Mb/s,8.21 Mb/s,,4.11 Mb/s
2026-01-05 22:45:00,1.56 kb/s,9.55 kb/s,2.74 Mb/s,5.47 Mb/s,,2.74 Mb/s
2026-01-05 22:50:00,1.57 kb/s,10.9 kb/s,4.11 Mb/s,8.21 Mb/s,,4.11 Mb/s
2026-01-05 22:55:00,1.57 kb/s,9.51 kb/s,2.74 Mb/s,5.47 Mb/s,,2.74 Mb/s
2026-01-05 23:00:00,1.57 kb/s,10.0 kb/s,2.74 Mb/s,5.47 Mb/s,,2.74 Mb/s
2026-01-05 23:05:00,1.57 kb/s,15.4 kb/s,278 Mb/s,109 Mb/s,,201 Mb/s
2026-01-05 23:10:00,1.63 kb/s,18.2 kb/s,72.5 Mb/s,145 Mb/s,,72.5 Mb/s
2026-01-05 23:15:00,1.68 kb/s,18.8 kb/s,69.7 Mb/s,139 Mb/s,,69.7 Mb/s
2026-01-05 23:20:00,1.65 kb/s,17.2 kb/s,317 Mb/s,104 Mb/s,,250 Mb/s
2026-01-05 23:25:00,1.59 kb/s,14.5 kb/s,413 Mb/s,65.6 Mb/s,,347 Mb/s
2026-01-05 23:30:00,1.65 kb/s,16.6 kb/s,174 Mb/s,126 Mb/s,,125 Mb/s
2026-01-05 23:35:00,1.64 kb/s,18.9 kb/s,69.7 Mb/s,139 Mb/s,,69.7 Mb/s
2026-01-05 23:40:00,1.62 kb/s,18.3 kb/s,67.0 Mb/s,134 Mb/s,,67.0 Mb/s
2026-01-05 23:45:00,1.60 kb/s,18.1 kb/s,60.2 Mb/s,120 Mb/s,,173 Mb/s
2026-01-05 23:50:00,1.62 kb/s,18.5 kb/s,71.1 Mb/s,142 Mb/s,,71.0 Mb/s
2026-01-05 23:55:00,1.63 kb/s,18.6 kb/s,73.8 Mb/s,148 Mb/s,,73.8 Mb/s
2026-01-06 00:00:00,1.66 kb/s,18.7 kb/s,71.1 Mb/s,142 Mb/s,,71.1 Mb/s
2026-01-06 00:05:00,1.65 kb/s,18.8 kb/s,72.5 Mb/s,145 Mb/s,,73.0 Mb/s
2026-01-06 00:10:00,1.64 kb/s,18.9 kb/s,72.5 Mb/s,145 Mb/s,,72.5 Mb/s
2026-01-06 00:15:00,1.69 kb/s,18.4 kb/s,71.1 Mb/s,142 Mb/s,,71.1 Mb/s
2026-01-06 00:20:00,1.63 kb/s,18.5 kb/s,71.1 Mb/s,142 Mb/s,,103 Mb/s
2026-01-06 00:25:00,3.74 kb/s,17.9 kb/s,56.1 Mb/s,108 Mb/s,,53.3 Mb/s
2026-01-06 00:30:00,3.12 kb/s,16.5 kb/s,46.5 Mb/s,137 Mb/s,141 Mb/s,46.5 Mb/s
2026-01-06 00:35:00,3.08 kb/s,20.3 kb/s,56.1 Mb/s,172 Mb/s,168 Mb/s,56.1 Mb/s
2026-01-06 00:40:00,2.95 kb/s,17.5 kb/s,41.0 Mb/s,123 Mb/s,144 Mb/s,41.0 Mb/s
2026-01-06 00:45:00,3.04 kb/s,19.7 kb/s,110 Mb/s,171 Mb/s,172 Mb/s,57.4 Mb/s
2026-01-06 00:50:00,3.27 kb/s,19.5 kb/s,53.3 Mb/s,160 Mb/s,109 Mb/s,53.3 Mb/s
2026-01-06 00:55:00,2.90 kb/s,13.4 kb/s,10.9 Mb/s,32.8 Mb/s,121 Mb/s,10.9 Mb/s
2026-01-06 01:00:00,2.93 kb/s,13.8 kb/s,16.4 Mb/s,49.2 Mb/s,123 Mb/s,16.4 Mb/s
2026-01-06 01:05:00,2.93 kb/s,14.2 kb/s,27.3 Mb/s,82.0 Mb/s,133 Mb/s,27.3 Mb/s
2026-01-06 01:10:00,2.91 kb/s,15.3 kb/s,24.6 Mb/s,73.8 Mb/s,140 Mb/s,24.6 Mb/s
2026-01-06 01:15:00,3.01 kb/s,16.5 kb/s,35.6 Mb/s,107 Mb/s,145 Mb/s,35.6 Mb/s
2026-01-06 01:20:00,3.03 kb/s,17.4 kb/s,132 Mb/s,137 Mb/s,138 Mb/s,46.5 Mb/s
2026-01-06 01:25:00,3.23 kb/s,19.9 kb/s,71.4 Mb/s,180 Mb/s,106 Mb/s,58.8 Mb/s
2026-01-06 01:30:00,3.08 kb/s,23.2 kb/s,79.3 Mb/s,238 Mb/s,76.9 Mb/s,79.3 Mb/s
2026-01-06 01:35:00,3.32 kb/s,19.8 kb/s,53.3 Mb/s,159 Mb/s,91.7 Mb/s,53.3 Mb/s
2026-01-06 01:40:00,2.95 kb/s,13.3 kb/s,13.7 Mb/s,41.0 Mb/s,106 Mb/s,13.7 Mb/s
2026-01-06 01:45:00,2.99 kb/s,14.2 kb/s,19.1 Mb/s,57.4 Mb/s,121 Mb/s,19.1 Mb/s
2026-01-06 01:50:00,3.07 kb/s,13.5 kb/s,17.8 Mb/s,52.2 Mb/s,112 Mb/s,17.8 Mb/s
2026-01-06 01:55:00,3.00 kb/s,19.3 kb/s,71.1 Mb/s,216 Mb/s,96.1 Mb/s,75.7 Mb/s
2026-01-06 02:00:00,3.11 kb/s,23.1 kb/s,80.7 Mb/s,241 Mb/s,84.9 Mb/s,80.7 Mb/s
2026-01-06 02:05:00,3.10 kb/s,14.2 kb/s,13.7 Mb/s,41.0 Mb/s,131 Mb/s,13.7 Mb/s
2026-01-06 02:10:00,2.97 kb/s,13.8 kb/s,24.6 Mb/s,73.8 Mb/s,137 Mb/s,24.6 Mb/s
2026-01-06 02:15:00,3.01 kb/s,14.0 kb/s,14.2 Mb/s,42.4 Mb/s,116 Mb/s,13.8 Mb/s
2026-01-06 02:20:00,2.99 kb/s,13.7 kb/s,18.7 Mb/s,56.1 Mb/s,126 Mb/s,19.0 Mb/s
2026-01-06 02:25:00,2.93 kb/s,13.8 kb/s,28.7 Mb/s,87.5 Mb/s,118 Mb/s,43.7 Mb/s
2026-01-06 02:30:00,3.21 kb/s,22.6 kb/s,83.6 Mb/s,250 Mb/s,84.8 Mb/s,83.4 Mb/s
2026-01-06 02:35:00,3.34 kb/s,24.1 kb/s,88.6 Mb/s,267 Mb/s,87.1 Mb/s,88.9 Mb/s
2026-01-06 02:40:00,2.97 kb/s,16.1 kb/s,26.0 Mb/s,76.6 Mb/s,128 Mb/s,26.0 Mb/s
2026-01-06 02:45:00,2.99 kb/s,13.4 kb/s,10.9 Mb/s,32.8 Mb/s,115 Mb/s,17.5 Mb/s
2026-01-06 02:50:00,3.04 kb/s,19.1 kb/s,64.3 Mb/s,191 Mb/s,89.8 Mb/s,67.8 Mb/s
2026-01-06 02:55:00,3.31 kb/s,23.3 kb/s,86.1 Mb/s,258 Mb/s,86.0 Mb/s,86.1 Mb/s
2026-01-06 03:00:00,3.05 kb/s,22.0 kb/s,60.2 Mb/s,179 Mb/s,103 Mb/s,60.2 Mb/s
2026-01-06 03:05:00,3.08 kb/s,13.1 kb/s,19.1 Mb/s,57.4 Mb/s,111 Mb/s,19.1 Mb/s
2026-01-06 03:10:00,2.98 kb/s,17.3 kb/s,53.3 Mb/s,161 Mb/s,106 Mb/s,53.3 Mb/s
2026-01-06 03:15:00,3.27 kb/s,22.2 kb/s,84.8 Mb/s,250 Mb/s,82.0 Mb/s,84.8 Mb/s
2026-01-06 03:20:00,3.37 kb/s,22.9 kb/s,77.9 Mb/s,238 Mb/s,80.7 Mb/s,77.9 Mb/s
2026-01-06 03:25:00,2.94 kb/s,15.4 kb/s,42.2 Mb/s,102 Mb/s,123 Mb/s,34.2 Mb/s
2026-01-06 03:30:00,3.37 kb/s,23.0 kb/s,86.1 Mb/s,256 Mb/s,87.5 Mb/s,86.1 Mb/s
2026-01-06 03:35:00,3.25 kb/s,23.9 kb/s,88.9 Mb/s,269 Mb/s,89.7 Mb/s,88.9 Mb/s
2026-01-06 03:40:00,3.10 kb/s,15.1 kb/s,12.3 Mb/s,35.6 Mb/s,112 Mb/s,12.3 Mb/s
2026-01-06 03:45:00,2.92 kb/s,13.2 kb/s,28.6 Mb/s,46.5 Mb/s,119 Mb/s,16.4 Mb/s
2026-01-06 03:50:00,3.03 kb/s,18.5 kb/s,67.0 Mb/s,202 Mb/s,96.3 Mb/s,67.0 Mb/s
2026-01-06 03:55:00,3.32 kb/s,23.4 kb/s,86.1 Mb/s,255 Mb/s,87.1 Mb/s,86.1 Mb/s
2026-01-06 04:00:00,3.18 kb/s,22.0 kb/s,68.4 Mb/s,207 Mb/s,95.3 Mb/s,68.4 Mb/s
2026-01-06 04:05:00,3.25 kb/s,20.7 kb/s,73.8 Mb/s,222 Mb/s,105 Mb/s,73.8 Mb/s
2026-01-06 04:10:00,3.21 kb/s,25.1 kb/s,90.2 Mb/s,267 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-06 04:15:00,3.08 kb/s,21.4 kb/s,54.7 Mb/s,167 Mb/s,101 Mb/s,54.7 Mb/s
2026-01-06 04:20:00,2.96 kb/s,16.6 kb/s,57.1 Mb/s,153 Mb/s,115 Mb/s,50.6 Mb/s
2026-01-06 04:25:00,3.08 kb/s,24.3 kb/s,90.2 Mb/s,271 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-06 04:30:00,3.43 kb/s,24.7 kb/s,83.4 Mb/s,249 Mb/s,88.9 Mb/s,83.4 Mb/s
2026-01-06 04:35:00,2.92 kb/s,16.6 kb/s,44.9 Mb/s,132 Mb/s,118 Mb/s,43.8 Mb/s
2026-01-06 04:40:00,3.58 kb/s,24.7 kb/s,90.6 Mb/s,271 Mb/s,90.2 Mb/s,91.6 Mb/s
2026-01-06 04:45:00,3.15 kb/s,24.7 kb/s,87.5 Mb/s,264 Mb/s,89.9 Mb/s,87.5 Mb/s
2026-01-06 04:50:00,3.18 kb/s,21.9 kb/s,73.8 Mb/s,224 Mb/s,100.0 Mb/s,73.8 Mb/s
2026-01-06 04:55:00,3.26 kb/s,24.7 kb/s,82.0 Mb/s,246 Mb/s,82.0 Mb/s,82.0 Mb/s
2026-01-06 05:00:00,3.06 kb/s,24.6 kb/s,90.3 Mb/s,271 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-06 05:05:00,3.14 kb/s,23.0 kb/s,84.7 Mb/s,253 Mb/s,84.8 Mb/s,86.1 Mb/s
2026-01-06 05:10:00,3.26 kb/s,23.9 kb/s,90.2 Mb/s,271 Mb/s,88.9 Mb/s,89.8 Mb/s
2026-01-06 05:15:00,3.28 kb/s,23.5 kb/s,90.2 Mb/s,271 Mb/s,102 Mb/s,90.6 Mb/s
2026-01-06 05:20:00,3.23 kb/s,24.0 kb/s,88.9 Mb/s,271 Mb/s,89.2 Mb/s,88.9 Mb/s
2026-01-06 05:25:00,3.01 kb/s,23.5 kb/s,87.6 Mb/s,261 Mb/s,101 Mb/s,87.5 Mb/s
2026-01-06 05:30:00,3.25 kb/s,23.4 kb/s,88.2 Mb/s,264 Mb/s,88.9 Mb/s,87.6 Mb/s
2026-01-06 05:35:00,3.19 kb/s,24.0 kb/s,92.2 Mb/s,275 Mb/s,91.6 Mb/s,92.8 Mb/s
2026-01-06 05:40:00,3.17 kb/s,22.3 kb/s,82.0 Mb/s,250 Mb/s,104 Mb/s,82.0 Mb/s
2026-01-06 05:45:00,3.22 kb/s,23.6 kb/s,91.6 Mb/s,271 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 05:50:00,3.09 kb/s,23.2 kb/s,71.1 Mb/s,217 Mb/s,90.3 Mb/s,71.1 Mb/s
2026-01-06 05:55:00,3.35 kb/s,21.1 kb/s,90.2 Mb/s,267 Mb/s,88.1 Mb/s,90.2 Mb/s
2026-01-06 06:00:00,3.43 kb/s,24.1 kb/s,91.6 Mb/s,275 Mb/s,91.8 Mb/s,91.2 Mb/s
2026-01-06 06:05:00,3.34 kb/s,23.5 kb/s,95.3 Mb/s,262 Mb/s,93.1 Mb/s,86.5 Mb/s
2026-01-06 06:10:00,3.08 kb/s,23.5 kb/s,87.5 Mb/s,259 Mb/s,87.5 Mb/s,87.5 Mb/s
2026-01-06 06:15:00,3.24 kb/s,23.6 kb/s,82.0 Mb/s,249 Mb/s,87.5 Mb/s,82.0 Mb/s
2026-01-06 06:20:00,3.10 kb/s,19.8 kb/s,78.9 Mb/s,211 Mb/s,111 Mb/s,69.7 Mb/s
2026-01-06 06:25:00,3.19 kb/s,24.1 kb/s,87.5 Mb/s,262 Mb/s,86.1 Mb/s,87.5 Mb/s
2026-01-06 06:30:00,3.47 kb/s,23.2 kb/s,88.9 Mb/s,264 Mb/s,90.2 Mb/s,88.9 Mb/s
2026-01-06 06:35:00,3.21 kb/s,23.8 kb/s,88.9 Mb/s,269 Mb/s,88.9 Mb/s,88.9 Mb/s
2026-01-06 06:40:00,3.19 kb/s,23.9 kb/s,88.9 Mb/s,267 Mb/s,88.9 Mb/s,88.9 Mb/s
2026-01-06 06:45:00,3.24 kb/s,22.9 kb/s,87.5 Mb/s,258 Mb/s,98.5 Mb/s,87.5 Mb/s
2026-01-06 06:50:00,3.30 kb/s,23.9 kb/s,86.1 Mb/s,262 Mb/s,88.9 Mb/s,86.1 Mb/s
2026-01-06 06:55:00,3.10 kb/s,23.6 kb/s,99.5 Mb/s,271 Mb/s,88.6 Mb/s,90.2 Mb/s
2026-01-06 07:00:00,3.12 kb/s,23.6 kb/s,91.0 Mb/s,271 Mb/s,89.2 Mb/s,90.2 Mb/s
2026-01-06 07:05:00,3.12 kb/s,23.7 kb/s,90.7 Mb/s,274 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 07:10:00,3.16 kb/s,22.1 kb/s,83.3 Mb/s,251 Mb/s,102 Mb/s,84.8 Mb/s
2026-01-06 07:15:00,3.16 kb/s,23.9 kb/s,87.5 Mb/s,262 Mb/s,88.9 Mb/s,86.1 Mb/s
2026-01-06 07:20:00,3.32 kb/s,23.7 kb/s,101 Mb/s,262 Mb/s,87.5 Mb/s,87.5 Mb/s
2026-01-06 07:25:00,3.43 kb/s,23.4 kb/s,89.9 Mb/s,267 Mb/s,87.5 Mb/s,88.9 Mb/s
2026-01-06 07:30:00,3.10 kb/s,24.0 kb/s,86.5 Mb/s,262 Mb/s,88.9 Mb/s,87.5 Mb/s
2026-01-06 07:35:00,3.24 kb/s,19.9 kb/s,67.9 Mb/s,202 Mb/s,109 Mb/s,67.0 Mb/s
2026-01-06 07:40:00,3.13 kb/s,23.8 kb/s,89.5 Mb/s,271 Mb/s,89.7 Mb/s,90.2 Mb/s
2026-01-06 07:45:00,3.15 kb/s,23.8 kb/s,88.7 Mb/s,263 Mb/s,89.4 Mb/s,88.9 Mb/s
2026-01-06 07:50:00,3.65 kb/s,23.4 kb/s,88.9 Mb/s,271 Mb/s,87.5 Mb/s,88.9 Mb/s
2026-01-06 07:55:00,3.43 kb/s,24.1 kb/s,90.2 Mb/s,271 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-06 08:00:00,3.14 kb/s,23.0 kb/s,84.8 Mb/s,254 Mb/s,84.8 Mb/s,84.8 Mb/s
2026-01-06 08:05:00,3.10 kb/s,23.5 kb/s,90.2 Mb/s,267 Mb/s,88.9 Mb/s,90.2 Mb/s
2026-01-06 08:10:00,16.2 kb/s,29.8 kb/s,84.6 Mb/s,254 Mb/s,86.1 Mb/s,83.4 Mb/s
2026-01-06 08:15:00,3.15 kb/s,23.3 kb/s,87.6 Mb/s,262 Mb/s,104 Mb/s,88.9 Mb/s
2026-01-06 08:20:00,3.30 kb/s,23.8 kb/s,91.6 Mb/s,279 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 08:25:00,3.01 kb/s,23.8 kb/s,91.6 Mb/s,271 Mb/s,90.2 Mb/s,91.6 Mb/s
2026-01-06 08:30:00,3.11 kb/s,23.8 kb/s,87.5 Mb/s,267 Mb/s,88.9 Mb/s,87.5 Mb/s
2026-01-06 08:35:00,3.23 kb/s,23.7 kb/s,88.9 Mb/s,262 Mb/s,87.5 Mb/s,88.9 Mb/s
2026-01-06 08:40:00,3.27 kb/s,22.9 kb/s,87.5 Mb/s,262 Mb/s,88.9 Mb/s,87.5 Mb/s
2026-01-06 08:45:00,3.23 kb/s,23.9 kb/s,93.0 Mb/s,279 Mb/s,93.0 Mb/s,93.0 Mb/s
2026-01-06 08:50:00,3.45 kb/s,23.4 kb/s,86.1 Mb/s,258 Mb/s,88.9 Mb/s,86.1 Mb/s
2026-01-06 08:55:00,3.31 kb/s,22.4 kb/s,84.8 Mb/s,254 Mb/s,83.2 Mb/s,83.6 Mb/s
2026-01-06 09:00:00,3.41 kb/s,23.6 kb/s,82.0 Mb/s,247 Mb/s,79.5 Mb/s,83.2 Mb/s
2026-01-06 09:05:00,3.10 kb/s,18.9 kb/s,106 Mb/s,176 Mb/s,110 Mb/s,58.8 Mb/s
2026-01-06 09:10:00,3.54 kb/s,23.4 kb/s,88.9 Mb/s,271 Mb/s,90.2 Mb/s,88.9 Mb/s
2026-01-06 09:15:00,3.21 kb/s,23.6 kb/s,88.9 Mb/s,265 Mb/s,93.0 Mb/s,88.9 Mb/s
2026-01-06 09:20:00,3.12 kb/s,21.9 kb/s,88.9 Mb/s,264 Mb/s,99.5 Mb/s,88.9 Mb/s
2026-01-06 09:25:00,3.22 kb/s,24.4 kb/s,88.9 Mb/s,267 Mb/s,87.8 Mb/s,88.9 Mb/s
2026-01-06 09:30:00,3.12 kb/s,18.5 kb/s,42.4 Mb/s,131 Mb/s,108 Mb/s,42.4 Mb/s
2026-01-06 09:35:00,3.01 kb/s,21.7 kb/s,87.5 Mb/s,259 Mb/s,91.4 Mb/s,87.5 Mb/s
2026-01-06 09:40:00,3.43 kb/s,24.3 kb/s,91.9 Mb/s,277 Mb/s,90.2 Mb/s,91.6 Mb/s
2026-01-06 09:45:00,3.29 kb/s,23.7 kb/s,89.9 Mb/s,268 Mb/s,89.4 Mb/s,88.9 Mb/s
2026-01-06 09:50:00,3.24 kb/s,22.9 kb/s,86.1 Mb/s,263 Mb/s,88.4 Mb/s,87.4 Mb/s
2026-01-06 09:55:00,3.30 kb/s,23.5 kb/s,97.7 Mb/s,267 Mb/s,87.5 Mb/s,90.2 Mb/s
2026-01-06 10:00:00,3.39 kb/s,23.4 kb/s,87.5 Mb/s,266 Mb/s,88.9 Mb/s,87.5 Mb/s
2026-01-06 10:05:00,3.42 kb/s,23.4 kb/s,88.9 Mb/s,263 Mb/s,90.2 Mb/s,88.9 Mb/s
2026-01-06 10:10:00,3.46 kb/s,23.8 kb/s,91.6 Mb/s,275 Mb/s,88.9 Mb/s,90.7 Mb/s
2026-01-06 10:15:00,3.30 kb/s,23.2 kb/s,89.6 Mb/s,270 Mb/s,90.2 Mb/s,89.8 Mb/s
2026-01-06 10:20:00,3.32 kb/s,24.4 kb/s,86.8 Mb/s,259 Mb/s,87.5 Mb/s,87.5 Mb/s
2026-01-06 10:25:00,3.68 kb/s,23.6 kb/s,91.6 Mb/s,275 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 10:30:00,3.53 kb/s,23.9 kb/s,91.6 Mb/s,279 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 10:35:00,3.05 kb/s,23.6 kb/s,88.9 Mb/s,267 Mb/s,88.9 Mb/s,88.9 Mb/s
2026-01-06 10:40:00,3.27 kb/s,23.7 kb/s,90.2 Mb/s,271 Mb/s,89.3 Mb/s,90.2 Mb/s
2026-01-06 10:45:00,3.29 kb/s,23.4 kb/s,90.2 Mb/s,271 Mb/s,92.5 Mb/s,90.2 Mb/s
2026-01-06 10:50:00,3.13 kb/s,23.7 kb/s,91.9 Mb/s,275 Mb/s,90.2 Mb/s,91.6 Mb/s
2026-01-06 10:55:00,3.49 kb/s,23.5 kb/s,89.9 Mb/s,267 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-06 11:00:00,3.44 kb/s,23.4 kb/s,90.2 Mb/s,271 Mb/s,88.9 Mb/s,90.2 Mb/s
2026-01-06 11:05:00,3.30 kb/s,23.3 kb/s,88.9 Mb/s,271 Mb/s,90.2 Mb/s,88.9 Mb/s
2026-01-06 11:10:00,3.30 kb/s,23.4 kb/s,91.6 Mb/s,271 Mb/s,90.8 Mb/s,91.6 Mb/s
2026-01-06 11:15:00,3.47 kb/s,23.2 kb/s,92.1 Mb/s,279 Mb/s,92.4 Mb/s,91.6 Mb/s
2026-01-06 11:20:00,3.06 kb/s,24.2 kb/s,91.1 Mb/s,273 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 11:25:00,3.26 kb/s,23.5 kb/s,75.2 Mb/s,227 Mb/s,79.3 Mb/s,75.2 Mb/s
2026-01-06 11:30:00,3.03 kb/s,24.2 kb/s,68.4 Mb/s,205 Mb/s,67.0 Mb/s,68.4 Mb/s
2026-01-06 11:35:00,3.51 kb/s,24.1 kb/s,67.0 Mb/s,199 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 11:40:00,3.24 kb/s,24.0 kb/s,72.5 Mb/s,219 Mb/s,72.5 Mb/s,72.5 Mb/s
