"Time","{}"
2026-01-06 06:48:00,373
2026-01-06 06:50:00,379
2026-01-06 06:52:00,379
2026-01-06 06:54:00,379
2026-01-06 06:56:00,379
2026-01-06 06:58:00,378
2026-01-06 07:00:00,379
2026-01-06 07:02:00,380
2026-01-06 07:04:00,380
2026-01-06 07:06:00,379
2026-01-06 07:08:00,378
2026-01-06 07:10:00,379
2026-01-06 07:12:00,379
2026-01-06 07:14:00,380
2026-01-06 07:16:00,386
2026-01-06 07:18:00,388
2026-01-06 07:20:00,387
2026-01-06 07:22:00,388
2026-01-06 07:24:00,387
2026-01-06 07:26:00,387
2026-01-06 07:28:00,387
2026-01-06 07:30:00,387
2026-01-06 07:32:00,379
2026-01-06 07:34:00,379
2026-01-06 07:36:00,380
2026-01-06 07:38:00,380
2026-01-06 07:40:00,380
2026-01-06 07:42:00,381
2026-01-06 07:44:00,381
2026-01-06 07:46:00,381
2026-01-06 07:48:00,381
2026-01-06 07:50:00,381
2026-01-06 07:52:00,381
2026-01-06 07:54:00,381
2026-01-06 07:56:00,379
2026-01-06 07:58:00,381
2026-01-06 08:00:00,379
2026-01-06 08:02:00,378
2026-01-06 08:04:00,379
2026-01-06 08:06:00,380
2026-01-06 08:08:00,379
2026-01-06 08:10:00,378
2026-01-06 08:12:00,378
2026-01-06 08:14:00,378
2026-01-06 08:16:00,379
2026-01-06 08:18:00,380
2026-01-06 08:20:00,380
2026-01-06 08:22:00,380
2026-01-06 08:24:00,382
2026-01-06 08:26:00,381
2026-01-06 08:28:00,381
2026-01-06 08:30:00,382
2026-01-06 08:32:00,388
2026-01-06 08:34:00,389
2026-01-06 08:36:00,388
2026-01-06 08:38:00,389
2026-01-06 08:40:00,388
2026-01-06 08:42:00,388
2026-01-06 08:44:00,390
2026-01-06 08:46:00,389
2026-01-06 08:48:00,389
2026-01-06 08:50:00,388
2026-01-06 08:52:00,387
2026-01-06 08:54:00,387
2026-01-06 08:56:00,385
2026-01-06 08:58:00,384
2026-01-06 09:00:00,385
2026-01-06 09:02:00,379
2026-01-06 09:04:00,374
2026-01-06 09:06:00,374
2026-01-06 09:08:00,377
2026-01-06 09:10:00,377
2026-01-06 09:12:00,377
2026-01-06 09:14:00,378
2026-01-06 09:16:00,375
2026-01-06 09:18:00,375
2026-01-06 09:20:00,375
2026-01-06 09:22:00,376
2026-01-06 09:24:00,374
2026-01-06 09:26:00,376
2026-01-06 09:28:00,368
2026-01-06 09:30:00,358
2026-01-06 09:32:00,358
2026-01-06 09:34:00,358
2026-01-06 09:36:00,358
2026-01-06 09:38:00,358
2026-01-06 09:40:00,359
2026-01-06 09:42:00,359
2026-01-06 09:44:00,357
2026-01-06 09:46:00,359
2026-01-06 09:48:00,358
2026-01-06 09:50:00,359
2026-01-06 09:52:00,360
2026-01-06 09:54:00,360
2026-01-06 09:56:00,362
2026-01-06 09:58:00,363
2026-01-06 10:00:00,362
2026-01-06 10:02:00,370
2026-01-06 10:04:00,374
2026-01-06 10:06:00,374
2026-01-06 10:08:00,373
2026-01-06 10:10:00,373
2026-01-06 10:12:00,373
2026-01-06 10:14:00,372
2026-01-06 10:16:00,375
2026-01-06 10:18:00,374
2026-01-06 10:20:00,374
2026-01-06 10:22:00,373
2026-01-06 10:24:00,375
2026-01-06 10:26:00,374
2026-01-06 10:28:00,383
2026-01-06 10:30:00,392
2026-01-06 10:32:00,393
2026-01-06 10:34:00,393
2026-01-06 10:36:00,393
2026-01-06 10:38:00,392
2026-01-06 10:40:00,393
2026-01-06 10:42:00,394
2026-01-06 10:44:00,393
2026-01-06 10:46:00,392
2026-01-06 10:48:00,394
2026-01-06 10:50:00,394
2026-01-06 10:52:00,395
2026-01-06 10:54:00,394
2026-01-06 10:56:00,396
2026-01-06 10:58:00,394
2026-01-06 11:00:00,396
2026-01-06 11:02:00,394
2026-01-06 11:04:00,395
2026-01-06 11:06:00,395
2026-01-06 11:08:00,396
2026-01-06 11:10:00,396
2026-01-06 11:12:00,397
2026-01-06 11:14:00,397
2026-01-06 11:16:00,397
2026-01-06 11:18:00,398
2026-01-06 11:20:00,398
2026-01-06 11:22:00,398
2026-01-06 11:24:00,394
2026-01-06 11:26:00,391
2026-01-06 11:28:00,386
2026-01-06 11:30:00,383
2026-01-06 11:32:00,380
2026-01-06 11:34:00,377
2026-01-06 11:36:00,374
2026-01-06 11:38:00,372
2026-01-06 11:40:00,369
2026-01-06 11:42:00,364
2026-01-06 11:44:00,363
2026-01-06 11:46:00,360
2026-01-06 11:48:00,356
2026-01-06 11:50:00,353
2026-01-06 11:52:00,349
2026-01-06 11:54:00,349
2026-01-06 11:56:00,345
2026-01-06 11:58:00,343
2026-01-06 12:00:00,338
2026-01-06 12:02:00,336
2026-01-06 12:04:00,332
2026-01-06 12:06:00,329
2026-01-06 12:08:00,325
2026-01-06 12:10:00,323
2026-01-06 12:12:00,319
2026-01-06 12:14:00,316
2026-01-06 12:16:00,313
2026-01-06 12:18:00,309
2026-01-06 12:20:00,305
2026-01-06 12:22:00,302
2026-01-06 12:24:00,303
2026-01-06 12:26:00,303
2026-01-06 12:28:00,305
2026-01-06 12:30:00,305
2026-01-06 12:32:00,305
2026-01-06 12:34:00,305
2026-01-06 12:36:00,304
2026-01-06 12:38:00,303
2026-01-06 12:40:00,303
2026-01-06 12:42:00,305
2026-01-06 12:44:00,304
2026-01-06 12:46:00,304
2026-01-06 12:48:00,304
2026-01-06 12:50:00,304
2026-01-06 12:52:00,304
2026-01-06 12:54:00,302
2026-01-06 12:56:00,302
2026-01-06 12:58:00,303
2026-01-06 13:00:00,304
2026-01-06 13:02:00,303
2026-01-06 13:04:00,302
2026-01-06 13:06:00,302
2026-01-06 13:08:00,302
2026-01-06 13:10:00,301
2026-01-06 13:12:00,301
2026-01-06 13:14:00,302
2026-01-06 13:16:00,302
2026-01-06 13:18:00,302
2026-01-06 13:20:00,302
2026-01-06 13:22:00,302
2026-01-06 13:24:00,301
2026-01-06 13:26:00,301
2026-01-06 13:28:00,300
2026-01-06 13:30:00,301
2026-01-06 13:32:00,301
2026-01-06 13:34:00,301
2026-01-06 13:36:00,302
2026-01-06 13:38:00,302
2026-01-06 13:40:00,301
2026-01-06 13:42:00,300
2026-01-06 13:44:00,300
2026-01-06 13:46:00,300
2026-01-06 13:48:00,300
2026-01-06 13:50:00,300
2026-01-06 13:52:00,300
2026-01-06 13:54:00,300
2026-01-06 13:56:00,300
2026-01-06 13:58:00,299
2026-01-06 14:00:00,298
2026-01-06 14:02:00,301
2026-01-06 14:04:00,302
2026-01-06 14:06:00,301
2026-01-06 14:08:00,302
2026-01-06 14:10:00,301
2026-01-06 14:12:00,301
2026-01-06 14:14:00,300
2026-01-06 14:16:00,300
2026-01-06 14:18:00,301
2026-01-06 14:20:00,302
2026-01-06 14:22:00,303
2026-01-06 14:24:00,303
2026-01-06 14:26:00,303
2026-01-06 14:28:00,302
2026-01-06 14:30:00,301
2026-01-06 14:32:00,301
2026-01-06 14:34:00,302
2026-01-06 14:36:00,302
2026-01-06 14:38:00,303
2026-01-06 14:40:00,302
2026-01-06 14:42:00,302
2026-01-06 14:44:00,302
2026-01-06 14:46:00,302
2026-01-06 14:48:00,302
2026-01-06 14:50:00,304
2026-01-06 14:52:00,303
2026-01-06 14:54:00,303
2026-01-06 14:56:00,303
2026-01-06 14:58:00,303
2026-01-06 15:00:00,304
2026-01-06 15:02:00,302
2026-01-06 15:04:00,302
2026-01-06 15:06:00,305
2026-01-06 15:08:00,303
2026-01-06 15:10:00,304
2026-01-06 15:12:00,304
2026-01-06 15:14:00,304
2026-01-06 15:16:00,304
2026-01-06 15:18:00,302
2026-01-06 15:20:00,302
2026-01-06 15:22:00,303
2026-01-06 15:24:00,303
2026-01-06 15:26:00,298
2026-01-06 15:28:00,290
2026-01-06 15:30:00,283
2026-01-06 15:32:00,286
2026-01-06 15:34:00,289
2026-01-06 15:36:00,292
2026-01-06 15:38:00,292
2026-01-06 15:40:00,284
2026-01-06 15:42:00,275
2026-01-06 15:44:00,275
2026-01-06 15:46:00,279
2026-01-06 15:48:00,282
2026-01-06 15:50:00,283
2026-01-06 15:52:00,286
2026-01-06 15:54:00,277
2026-01-06 15:56:00,269
2026-01-06 15:58:00,261
2026-01-06 16:00:00,253
2026-01-06 16:02:00,244
2026-01-06 16:04:00,236
2026-01-06 16:06:00,230
2026-01-06 16:08:00,232
2026-01-06 16:10:00,235
2026-01-06 16:12:00,238
2026-01-06 16:14:00,242
2026-01-06 16:16:00,246
2026-01-06 16:18:00,250
2026-01-06 16:20:00,252
2026-01-06 16:22:00,254
2026-01-06 16:24:00,257
2026-01-06 16:26:00,265
2026-01-06 16:28:00,277
2026-01-06 16:30:00,282
2026-01-06 16:32:00,269
2026-01-06 16:34:00,257
2026-01-06 16:36:00,245
2026-01-06 16:38:00,242
2026-01-06 16:40:00,254
2026-01-06 16:42:00,266
2026-01-06 16:44:00,269
2026-01-06 16:46:00,269
2026-01-06 16:48:00,269
2026-01-06 16:50:00,269
2026-01-06 16:52:00,265
2026-01-06 16:54:00,270
2026-01-06 16:56:00,276
2026-01-06 16:58:00,288
2026-01-06 17:00:00,299
2026-01-06 17:02:00,311
2026-01-06 17:04:00,321
2026-01-06 17:06:00,329
2026-01-06 17:08:00,331
2026-01-06 17:10:00,331
2026-01-06 17:12:00,331
2026-01-06 17:14:00,331
2026-01-06 17:16:00,328
2026-01-06 17:18:00,328
2026-01-06 17:20:00,329
2026-01-06 17:22:00,328
2026-01-06 17:24:00,329
2026-01-06 17:26:00,328
2026-01-06 17:28:00,325
2026-01-06 17:30:00,327
2026-01-06 17:32:00,338
2026-01-06 17:34:00,346
2026-01-06 17:36:00,355
2026-01-06 17:38:00,357
2026-01-06 17:40:00,354
2026-01-06 17:42:00,351
2026-01-06 17:44:00,348
2026-01-06 17:46:00,344
2026-01-06 17:48:00,342
2026-01-06 17:50:00,340
2026-01-06 17:52:00,341
2026-01-06 17:54:00,345
2026-01-06 17:56:00,348
2026-01-06 17:58:00,344
2026-01-06 18:00:00,341
2026-01-06 18:02:00,338
2026-01-06 18:04:00,336
2026-01-06 18:06:00,333
2026-01-06 18:08:00,330
2026-01-06 18:10:00,327
2026-01-06 18:12:00,324
2026-01-06 18:14:00,320
2026-01-06 18:16:00,318
2026-01-06 18:18:00,316
2026-01-06 18:20:00,313
2026-01-06 18:22:00,311
2026-01-06 18:24:00,308
2026-01-06 18:26:00,305
2026-01-06 18:28:00,305
2026-01-06 18:30:00,305
2026-01-06 18:32:00,304
2026-01-06 18:34:00,304
2026-01-06 18:36:00,304
2026-01-06 18:38:00,305
2026-01-06 18:40:00,305
2026-01-06 18:42:00,305
2026-01-06 18:44:00,305
2026-01-06 18:46:00,305
2026-01-06 18:48:00,304
2026-01-06 18:50:00,302
2026-01-06 18:52:00,303
2026-01-06 18:54:00,304
2026-01-06 18:56:00,303
2026-01-06 18:58:00,303
2026-01-06 19:00:00,303
2026-01-06 19:02:00,303
2026-01-06 19:04:00,302
2026-01-06 19:06:00,301
2026-01-06 19:08:00,301
2026-01-06 19:10:00,303
2026-01-06 19:12:00,303
2026-01-06 19:14:00,303
2026-01-06 19:16:00,304
2026-01-06 19:18:00,303
2026-01-06 19:20:00,303
2026-01-06 19:22:00,302
2026-01-06 19:24:00,300
2026-01-06 19:26:00,302
2026-01-06 19:28:00,303
2026-01-06 19:30:00,303
2026-01-06 19:32:00,303
2026-01-06 19:34:00,303
2026-01-06 19:36:00,302
2026-01-06 19:38:00,301
2026-01-06 19:40:00,302
2026-01-06 19:42:00,303
2026-01-06 19:44:00,303
2026-01-06 19:46:00,303
2026-01-06 19:48:00,303
2026-01-06 19:50:00,304
2026-01-06 19:52:00,304
2026-01-06 19:54:00,303
2026-01-06 19:56:00,303
2026-01-06 19:58:00,304
2026-01-06 20:00:00,305
2026-01-06 20:02:00,305
2026-01-06 20:04:00,306
2026-01-06 20:06:00,305
2026-01-06 20:08:00,305
2026-01-06 20:10:00,303
2026-01-06 20:12:00,304
2026-01-06 20:14:00,299
2026-01-06 20:16:00,298
2026-01-06 20:18:00,301
2026-01-06 20:20:00,302
2026-01-06 20:22:00,301
2026-01-06 20:24:00,302
2026-01-06 20:26:00,301
2026-01-06 20:28:00,300
2026-01-06 20:30:00,301
2026-01-06 20:32:00,301
2026-01-06 20:34:00,301
2026-01-06 20:36:00,302
2026-01-06 20:38:00,302
2026-01-06 20:40:00,301
2026-01-06 20:42:00,299
2026-01-06 20:44:00,300
2026-01-06 20:46:00,301
2026-01-06 20:48:00,301
2026-01-06 20:50:00,301
2026-01-06 20:52:00,301
2026-01-06 20:54:00,300
2026-01-06 20:56:00,300
2026-01-06 20:58:00,299
2026-01-06 21:00:00,298
2026-01-06 21:02:00,299
2026-01-06 21:04:00,299
2026-01-06 21:06:00,300
2026-01-06 21:08:00,300
2026-01-06 21:10:00,300
2026-01-06 21:12:00,299
2026-01-06 21:14:00,304
2026-01-06 21:16:00,305
2026-01-06 21:18:00,303
2026-01-06 21:20:00,302
2026-01-06 21:22:00,303
2026-01-06 21:24:00,304
2026-01-06 21:26:00,303
2026-01-06 21:28:00,303
2026-01-06 21:30:00,302
2026-01-06 21:32:00,303
2026-01-06 21:34:00,304
2026-01-06 21:36:00,304
2026-01-06 21:38:00,304
2026-01-06 21:40:00,304
2026-01-06 21:42:00,305
2026-01-06 21:44:00,303
2026-01-06 21:46:00,302
2026-01-06 21:48:00,303
2026-01-06 21:50:00,304
2026-01-06 21:52:00,304
2026-01-06 21:54:00,305
2026-01-06 21:56:00,305
2026-01-06 21:58:00,305
2026-01-06 22:00:00,305
2026-01-06 22:02:00,303
2026-01-06 22:04:00,305
2026-01-06 22:06:00,305
2026-01-06 22:08:00,306
2026-01-06 22:10:00,306
2026-01-06 22:12:00,306
2026-01-06 22:14:00,305
2026-01-06 22:16:00,305
2026-01-06 22:18:00,304
2026-01-06 22:20:00,304
2026-01-06 22:22:00,306
2026-01-06 22:24:00,301
2026-01-06 22:26:00,304
2026-01-06 22:28:00,305
2026-01-06 22:30:00,306
2026-01-06 22:32:00,304
2026-01-06 22:34:00,303
2026-01-06 22:36:00,304
2026-01-06 22:38:00,305
2026-01-06 22:40:00,305
2026-01-06 22:42:00,305
2026-01-06 22:44:00,306
2026-01-06 22:46:00,307
2026-01-06 22:48:00,306
2026-01-06 22:50:00,305
2026-01-06 22:52:00,305
2026-01-06 22:54:00,306
2026-01-06 22:56:00,305
2026-01-06 22:58:00,305
2026-01-06 23:00:00,305
2026-01-06 23:02:00,306
2026-01-06 23:04:00,303
2026-01-06 23:06:00,304
2026-01-06 23:08:00,303
2026-01-06 23:10:00,303
2026-01-06 23:12:00,305
2026-01-06 23:14:00,306
2026-01-06 23:16:00,305
2026-01-06 23:18:00,305
2026-01-06 23:20:00,304
2026-01-06 23:22:00,302
2026-01-06 23:24:00,307
2026-01-06 23:26:00,306
2026-01-06 23:28:00,305
2026-01-06 23:30:00,303
2026-01-06 23:32:00,304
2026-01-06 23:34:00,304
2026-01-06 23:36:00,303
2026-01-06 23:38:00,302
2026-01-06 23:40:00,302
2026-01-06 23:42:00,304
2026-01-06 23:44:00,303
2026-01-06 23:46:00,302
2026-01-06 23:48:00,302
2026-01-06 23:50:00,302
2026-01-06 23:52:00,302
2026-01-06 23:54:00,300
2026-01-06 23:56:00,301
2026-01-06 23:58:00,303
2026-01-07 00:00:00,303
2026-01-07 00:02:00,303
2026-01-07 00:04:00,304
2026-01-07 00:06:00,302
2026-01-07 00:08:00,302
2026-01-07 00:10:00,302
2026-01-07 00:12:00,301
2026-01-07 00:14:00,301
2026-01-07 00:16:00,302
2026-01-07 00:18:00,302
2026-01-07 00:20:00,303
2026-01-07 00:22:00,303
2026-01-07 00:24:00,302
2026-01-07 00:26:00,300
2026-01-07 00:28:00,301
2026-01-07 00:30:00,302
2026-01-07 00:32:00,301
2026-01-07 00:34:00,301
2026-01-07 00:36:00,301
2026-01-07 00:38:00,301
2026-01-07 00:40:00,301
2026-01-07 00:42:00,299
2026-01-07 00:44:00,300
2026-01-07 00:46:00,300
2026-01-07 00:48:00,301
2026-01-07 00:50:00,301
2026-01-07 00:52:00,301
2026-01-07 00:54:00,302
2026-01-07 00:56:00,301
2026-01-07 00:58:00,300
2026-01-07 01:00:00,299
2026-01-07 01:02:00,300
2026-01-07 01:04:00,300
2026-01-07 01:06:00,303
2026-01-07 01:08:00,303
2026-01-07 01:10:00,303
2026-01-07 01:12:00,302
2026-01-07 01:14:00,299
2026-01-07 01:16:00,301
2026-01-07 01:18:00,302
2026-01-07 01:20:00,303
2026-01-07 01:22:00,303
2026-01-07 01:24:00,304
2026-01-07 01:26:00,304
2026-01-07 01:28:00,303
2026-01-07 01:30:00,303
2026-01-07 01:32:00,304
2026-01-07 01:34:00,305
2026-01-07 01:36:00,305
2026-01-07 01:38:00,306
2026-01-07 01:40:00,306
2026-01-07 01:42:00,306
2026-01-07 01:44:00,306
2026-01-07 01:46:00,306
