step,timestamp,peer_id,data_points,duration,loss,round,steps
390,1768102670886,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,12.530795,0.024898455,390,39.9017
390,1768102684655,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,26.299517,0.013043574,390,30.41881
390,1768102699627,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,41.271793,390,31.49851
391,1768102711276,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.648408,0.025259145,391,34.33946
391,1768102728866,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,29.23891,0.015374338,391,27.3608
391,1768102746417,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,46.789783,391,25.646624
392,1768102757223,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,10.805948,0.026920564,392,37.01665
392,1768102775594,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,29.177223,0.015096019,392,27.418648
392,1768102790379,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,43.962128,392,27.296223
393,1768102800179,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.79928,0.032454055,393,40.819324
393,1768102823490,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,33.110542,0.015715353,393,24.16149
393,1768102844497,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,54.118034,393,22.173754
394,1768102858728,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,14.230162,0.029956143,394,35.136635
394,1768102875233,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,30.735657,0.013332325,394,26.0284
394,1768102888030,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,43.532604,394,29.862675
395,1768102899581,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.550844,0.036202088,395,34.629505
395,1768102929668,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,41.638447,0.01250002,395,19.213013
395,1768102943444,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,55.413616,395,21.655327
396,1768102953235,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.7911625,0.03175451,396,40.85317
396,1768102980168,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,36.724586,0.012351254,396,21.783772
396,1768102989329,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,45.885666,396,26.151958
397,1768102997772,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.442429,0.026861828,397,47.37973
397,1768103021771,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,32.441525,0.011546148,397,24.659754
397,1768103038844,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,49.514187,397,24.235477
398,1768103048235,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.391675,0.033073135,398,42.59091
398,1768103078368,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,39.52485,0.012667468,398,20.24043
398,1768103087985,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,49.141235,398,24.41941
399,1768103096064,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.078961,0.021728054,399,49.511314
399,1768103119885,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,31.899788,0.017856399,399,25.078537
399,1768103129630,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,41.644745,399,28.81516
400,1768103138804,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.174437,0.031298682,400,43.599407
400,1768103152338,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,22.707924,0.012175713,400,35.229992
400,1768103170622,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,40.99202,400,29.27399
401,1768103181878,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.256792,0.027487148,401,35.534103
401,1768103199764,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,29.142572,0.011654621,401,27.451248
401,1768103222665,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,52.043755,401,23.057522
402,1768103234743,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,12.077445,0.036609873,402,33.119587
402,1768103249073,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,26.407534,0.011266766,402,30.294386
402,1768103272514,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,49.848152,402,24.073109
403,1768103283868,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.354701,0.033782896,403,35.2277
403,1768103302969,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,30.455084,0.013238849,403,26.268192
403,1768103324510,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,51.996506,403,25.00168
404,1768103345070,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,20.55929,0.02976939,404,19.455925
404,1768103356559,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,900,32.04845,0.010029012,404,28.082481
404,1768103367806,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,43.29541,404,30.026278
405,1768103377516,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.710804,0.03356112,405,41.191235
405,1768103389190,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,21.384293,0.008853968,405,37.410637
405,1768103413215,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,45.408997,405,26.426481
406,1768103424085,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,10.869808,0.028571254,406,45.99897
406,1768103444955,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,31.74032,0.013702294,406,25.204535
406,1768103468447,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,55.23227,406,23.536964
407,1768103481172,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,12.724763,0.031401932,407,39.293465
407,1768103504260,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,35.8131,0.011022206,407,22.338196
407,1768103519924,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,51.47668,407,25.254154
408,1768103531768,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.8440485,0.027777128,408,33.772236
408,1768103541371,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,21.447062,0.012035698,408,37.301147
408,1768103570109,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,50.185303,408,23.911383
409,1768103581267,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.158355,0.0259753,409,35.84758
409,1768103583830,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,13.721031,0.011098124,409,58.304657
409,1768103610387,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,40.277752,409,29.793123
410,1768103621354,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,10.9673395,0.02555493,410,45.58991
410,1768103631939,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,21.552464,0.011685126,410,37.118725
410,1768103647806,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,37.419415,410,34.741325
411,1768103659199,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.392404,0.030488208,411,35.111115
411,1768103676033,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,28.226952,0.011497524,411,28.341707
411,1768103698482,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,50.675575,411,23.680046
412,1768103707047,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.564972,0.021559924,412,46.701847
412,1768103710864,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,12.382546,0.01124879,412,64.60706
412,1768103741002,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,42.520267,412,28.221836
413,1768103754519,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,13.516695,0.022887493,413,36.99129
413,1768103769852,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,28.850178,0.010513842,413,27.729465
413,1768103798659,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1400,57.656822,413,24.2816
414,1768103821476,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,22.816751,0.017771222,414,17.53098
414,1768103828510,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,900,29.850773,0.01385412,414,30.149973
414,1768103843414,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1400,44.75458,414,31.281713
415,1768103858370,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,14.955861,0.026785528,415,26.745367
415,1768103873072,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,900,29.658379,0.013652652,415,30.345556
415,1768103885098,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,41.684566,415,31.186602
416,1768103895993,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,10.894668,0.030929023,416,36.71521
416,1768103905668,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,20.569204,0.012812331,416,38.893093
416,1768103933766,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,48.667786,416,24.656967
417,1768103960436,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,26.669554,0.010627823,417,29.996752
417,1768103964288,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,30.52235,0.02948274,417,16.38144
417,1768103979075,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,45.308376,417,28.692266
418,1768103988964,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.889685,0.027890898,418,40.446182
418,1768104003591,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,24.516666,0.011126345,418,32.630863
418,1768104024503,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,45.428036,418,26.415405
419,1768104033500,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.997575,0.02178039,419,44.456425
419,1768104048922,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,24.419134,0.010326263,419,32.761196
419,1768104066647,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,42.14414,419,28.473711
420,1768104076472,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.825356,0.033376418,420,40.710995
420,1768104084965,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,18.317814,0.010018019,420,43.673332
420,1768104119532,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,52.88573,420,24.581299
421,1768104137787,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,18.254145,0.022359008,421,21.912832
421,1768104149976,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,900,30.443674,0.015738819,421,29.562792
421,1768104162553,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1400,43.0203,421,32.542774
422,1768104180776,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,18.223652,0.02691336,422,21.949497
422,1768104201296,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,900,38.743553,0.012451123,422,23.229671
422,1768104214812,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,52.259235,422,24.875986
423,1768104228656,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,13.843576,0.010935696,423,57.788536
423,1768104232596,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,17.784012,0.028331358,423,28.11514
423,1768104257213,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1400,42.400715,423,33.01831
424,1768104282225,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,25.012392,0.030070543,424,15.992073
424,1768104285367,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,900,28.154135,0.010417937,424,31.966885
424,1768104298053,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,40.84024,424,31.83135
425,1768104306776,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.7232685,0.03215819,425,45.854374
425,1768104315810,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,17.756678,0.012062855,425,45.053474
425,1768104336271,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,38.21833,425,31.398546
426,1768104349463,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,13.191489,0.023252068,426,37.903225
426,1768104375125,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,38.853718,0.008998405,426,20.59005
426,1768104386253,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,49.98141,426,26.00967
427,1768104396769,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,10.51626,0.031587742,427,38.036335
427,1768104420787,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,34.534546,0.007854241,427,23.165209
427,1768104430368,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,44.115498,427,27.201324
428,1768104439862,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.493991,0.029022962,428,42.131912
428,1768104462196,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,31.827555,0.012243766,428,25.135452
428,1768104482676,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,52.308033,428,22.941027
429,1768104493138,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,10.461576,0.028101698,429,38.235157
429,1768104502961,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,20.284773,0.0109353,429,39.43845
429,1768104524431,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,41.754284,429,28.739567
430,1768104548317,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,23.885984,0.025193328,430,20.932777
430,1768104563399,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,38.96798,0.010211088,430,20.529676
430,1768104574195,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,49.764366,430,26.12311
431,1768104584027,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.831692,0.026511768,431,40.684757
431,1768104611379,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,37.183727,0.01055566,431,21.514788
431,1768104627679,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,53.48371,431,22.436737
432,1768104639304,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.625324,0.01990917,432,34.407642
432,1768104668084,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,40.40492,0.011469923,432,19.79957
432,1768104679063,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,51.38392,432,23.35361
433,1768104689779,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,10.71628,0.028071964,433,37.326385
433,1768104725568,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,46.50546,0.008904919,433,17.202282
433,1768104733967,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,54.904343,433,21.856195
434,1768104742756,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.788926,0.019597754,434,45.511818
434,1768104763018,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,29.05046,0.010954246,434,27.53829
434,1768104771979,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,38.011703,434,31.569225
435,1768104783577,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.598006,0.023119438,435,34.488686
435,1768104795058,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,23.078508,0.009885256,435,34.664284
435,1768104811363,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,39.383476,435,30.469631
436,1768104823659,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,12.296274,0.01636176,436,32.530178
436,1768104835265,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,23.902939,0.012015564,436,33.46869
436,1768104848952,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,37.58906,436,31.924181
437,1768104860059,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.107579,0.023304636,437,36.011448
437,1768104879233,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,30.281755,0.01141404,437,26.418549
437,1768104898884,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,49.932224,437,24.032576
438,1768104910101,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.217357,0.02618966,438,35.659023
438,1768104928824,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,29.940102,0.01291772,438,26.720016
438,1768104946357,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,47.472706,438,25.277683
439,1768104957575,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.218021,0.023004003,439,35.656914
439,1768104979231,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,32.874424,0.010281293,439,24.335028
439,1768104992802,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,46.445297,439,25.836845
440,1768105008638,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,15.835741,0.029417127,440,31.574146
440,1768105037640,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,44.838184,0.009571467,440,17.841936
440,1768105046012,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,53.209633,440,24.431667
441,1768105055787,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.7748785,0.025984263,441,40.921227
441,1768105064250,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,18.238012,0.0106483605,441,43.86443
441,1768105077326,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,31.31412,441,38.321373
442,1768105087120,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.794114,0.022306839,442,40.840855
442,1768105121077,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,43.751595,0.008853383,442,18.285048
442,1768105132252,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,54.925766,442,21.84767
443,1768105142649,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,10.397207,0.02489623,443,48.089836
443,1768105159928,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,27.676764,0.0114014195,443,28.905113
443,1768105171784,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1300,39.532383,443,32.884434
444,1768105182496,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,10.712498,0.027580708,444,37.339565
444,1768105196260,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,24.476091,0.014665718,444,32.684956
444,1768105215807,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,44.023254,444,27.258322
445,1768105224418,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,8.610249,0.02089886,445,46.456264
445,1768105237664,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,21.857063,0.009920783,445,36.60144
445,1768105257421,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,41.613724,445,28.836641
446,1768105270202,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,12.78067,0.025271224,446,31.297264
446,1768105298171,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,40.7495,0.009806494,446,19.632143
446,1768105306343,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,48.92195,446,24.528866
447,1768105317666,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.323379,0.028406046,447,35.325146
447,1768105335833,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,29.490158,0.009702433,447,27.127695
447,1768105346220,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,39.87692,447,30.092596
448,1768105357907,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,11.687285,0.026154546,448,34.225227
448,1768105394083,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,47.8633,0.010878772,448,16.714268
448,1768105407114,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,60.894127,448,19.706333
449,1768105417000,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,400,9.885563,0.024714816,449,40.463047
449,1768105426929,12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR,800,19.814426,0.00850008,449,40.374622
449,1768105438328,12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB,1200,31.213482,449,38.444927
450,1768105449579,12D3KooWRXmTacGaSyUZEGJJuSDPvWr1JQBRCf3zsWRVHTJkjsBr,500,11.251167,0.027069699,450,44.439835
